id,bild,name,kartengruppe,deck_bereich,hauptattribut,kartentyp,entwicklungskarte,grundkarte_bild,fraktion,stufe,klasse,bereich,untertyp,material,nebenattribute,herzen,physische_staerke,astrale_staerke,physischer_schild,astraler_schild,ehre,wunder,effekte,tags,effekt_symbol,effekt_zaehler_max,effekt_dauer_kr,effekt_text,kreatur
1.01-08-32-49edc2a7,Astralkammer/1.01-08-32-49edc2a7.webp,Beschützt die Bastion!,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Mittelwelt,1,,,,,"[""Portal""]",,,,,,,,[],[],,,,,
1.01-09-32-cb99ac81,Astralkammer/1.01-09-32-cb99ac81.webp,Auszeichnung,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Mittelwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.01-10-32-67871311,Astralkammer/1.01-10-32-67871311.webp,Demoralisierung,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Mittelwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.01-11-32-5b16dd91,Astralkammer/1.01-11-32-5b16dd91.webp,Neutralisationssiegel,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Mittelwelt,1,,,,,"[""Siegel""]",,,,,,,,[],[],,,,,
1.01-23-32-fe5608d0,Astralkammer/1.01-23-32-fe5608d0.webp,Legionsrüstung erscheine!,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Mittelwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.01-24-32-a1ff47d0,Astralkammer/1.01-24-32-a1ff47d0.webp,Bastion-Schutzbarriere,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Mittelwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.01-25-32-4f2b5034,Astralkammer/1.01-25-32-4f2b5034.webp,Dein Angriff scheitert!,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Mittelwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.01-26-32-d473c475,Astralkammer/1.01-26-32-d473c475.webp,Geheimtechnik Sprint-Angriff,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Mittelwelt,1,,,,,"[""Chikara-Clan""]",,,,,,,,[],[],,,,,
1.01-27-32-ee4dce30,Astralkammer/1.01-27-32-ee4dce30.webp,Aufstieg,Astralkammer,astral,ASTRAL,ASTRAL-Gebot,False,,Mittelwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.03-17-32-f817177a,Astralkammer/1.03-17-32-f817177a.webp,Aufforderung der S.H.I.E.L.D.,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Oberwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.03-18-32-74bd1fd5,Astralkammer/1.03-18-32-74bd1fd5.webp,Exekution,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Oberwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.03-19-32-62426e17,Astralkammer/1.03-19-32-62426e17.webp,Zweifache Bestrafung,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Oberwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.03-20-32-53222408,Astralkammer/1.03-20-32-53222408.webp,Überlegene Kriegsführung,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Oberwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.03-21-32-bc24b966,Astralkammer/1.03-21-32-bc24b966.webp,Wiederbelebungsapparatur Virus,Astralkammer,astral,ASTRAL,ASTRAL-Gebot,False,,Oberwelt,1,,Sekundär,,,"[""Virus""]",2,0,0,0,0,0,,[],[],,,,,
1.03-28-32-78f675f4,Astralkammer/1.03-28-32-78f675f4.webp,Bis zum bitteren Ende,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Oberwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.03-29-32-d939aab1,Astralkammer/1.03-29-32-d939aab1.webp,Kontrollierte Überlastung,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Oberwelt,1,,,,,"[""Automata""]",,,,,,,,[],[],,,,,
1.03-30-32-7ded76d1,Astralkammer/1.03-30-32-7ded76d1.webp,Vollendete Rettungstechnik,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Oberwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.03-31-32-f10a85fa,Astralkammer/1.03-31-32-f10a85fa.webp,Rabe der Hoffnung Kiki,Astralkammer,astral,ASTRAL,ASTRAL-Karte,False,,Oberwelt,1,,Primär,,,"[""Rabe""]",2,0,0,0,0,0,,[],[],,,,,
1.03-32-32-fca1732d,Astralkammer/1.03-32-32-fca1732d.webp,Energieschildsynchronisation,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Oberwelt,1,,,,,"[""Automata""]",,,,,,,,[],[],,,,,
1.02-17-32-53fde771,Astralkammer/1.02-17-32-53fde771.webp,Sofortige Zerstörung,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Unterwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.02-18-32-7a1953e6,Astralkammer/1.02-18-32-7a1953e6.webp,Lähmende Angst,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Unterwelt,1,,,,,"[""Vengeresse""]",,,,,,,,[],[],,,,,
1.02-19-32-6812396b,Astralkammer/1.02-19-32-6812396b.webp,Vengeresse Vergeltung,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Unterwelt,1,,,,,"[""Vengeresse""]",,,,,,,,[],[],,,,,
1.02-20-32-70faddfa,Astralkammer/1.02-20-32-70faddfa.webp,Parade Riposte!,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Unterwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.02-21-32-0585e891,Astralkammer/1.02-21-32-0585e891.webp,Begnadete Reflexe,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Unterwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.02-28-32-4919cb8e,Astralkammer/1.02-28-32-4919cb8e.webp,ASTRAL-Feuerball,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Unterwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.02-29-32-c16a8a54,Astralkammer/1.02-29-32-c16a8a54.webp,Keine Rüstung für Dich!,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Unterwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.02-30-32-04562de3,Astralkammer/1.02-30-32-04562de3.webp,Abstieg,Astralkammer,astral,ASTRAL,ASTRAL-Gebot,False,,Unterwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.02-31-32-7df986e6,Astralkammer/1.02-31-32-7df986e6.webp,Lilou's Gabe,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Unterwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.02-32-32-c04e9575,Astralkammer/1.02-32-32-c04e9575.webp,Dornenwald,Astralkammer,astral,ASTRAL,ASTRAL-Karte,False,,Unterwelt,1,,Sekundär,,,"[""Wald""]",2,0,0,0,0,0,,[],[],,,,,
1.05-07-32-86ddc423,Astralkammer/1.05-07-32-86ddc423.webp,System Reset,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Zwischenwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.05-08-32-8ef64670,Astralkammer/1.05-08-32-8ef64670.webp,Portalgeschoss,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Zwischenwelt,1,,,,,"[""Portal""]",,,,,,,,[],[],,,,,
1.05-09-32-eb218fe4,Astralkammer/1.05-09-32-eb218fe4.webp,Tauschportal,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Zwischenwelt,1,,,,,"[""Portal""]",,,,,,,,[],[],,,,,
1.05-10-32-da4a30d4,Astralkammer/1.05-10-32-da4a30d4.webp,Nebel,Astralkammer,astral,ASTRAL,ASTRAL-Karte,False,,Zwischenwelt,1,,Sekundär,,,"[""Stadt""]",2,0,0,0,0,0,,[],[],,,,,
1.05-11-32-74768ae5,Astralkammer/1.05-11-32-74768ae5.webp,Überwachungssektor,Astralkammer,astral,ASTRAL,ASTRAL-Karte,False,,Zwischenwelt,1,,Sekundär,,,"[""Stadt""]",2,0,0,0,0,0,,[],[],,,,,
1.05-23-32-26ae9beb,Astralkammer/1.05-23-32-26ae9beb.webp,Zeitlose Unterwerfung,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Zwischenwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.05-25-32-c179b405,Astralkammer/1.05-25-32-c179b405.webp,Mornak - Brut,Astralkammer,astral,ASTRAL,ASTRAL-Karte,False,,Zwischenwelt,1,,Primär,Brut,,"[""Brut""]",1,0,0,0,0,0,,"[{""trigger"": ""permanent"", ""engine_key"": ""mornak_brut"", ""redirect_nemesis_damage"": true, ""alternate_areas"": [""secondary"", ""azr""]}]","[""brut""]",permanent,,,"Schaden, der „Geißel der Galaxie Nemesis“ zugefügt wird, kann auf diese Karte umgeleitet werden. Überschüssiger Schaden wird „Geißel der Galaxie Nemesis“ zugefügt. Du kannst diese Karte auch im SEKUNDÄR- oder in einem freien ASTRAL-Rüstkammer-Bereich spielen, falls möglich.",True
1.05-26-32-b63b093a,Astralkammer/1.05-26-32-b63b093a.webp,Strahl des Vergessens,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Zwischenwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.05-27-32-e5e1814c,Astralkammer/1.05-27-32-e5e1814c.webp,Exonova,Astralkammer,astral,ASTRAL,ASTRAL-Gebot,False,,Zwischenwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.04-12-32-5ce2afb4,Rüstkammer/1.04-12-32-5ce2afb4.webp,Schattenfluchkralle,Rüstkammer,ruestkammer,RÜSTKAMMER,Waffe,False,,Astralwelt,1,,,Kralle,Eisen,[],,,,,,,,"[{""trigger"": ""after_combat_phase"", ""engine_key"": ""schattenfluchkralle_berserker"", ""target"": ""equipped_bez"", ""condition"": ""equipped_bez_participated_in_combat"", ""resource"": ""berserkerMarks"", ""amount"": 1, ""permanent_while_equipped"": true}]","[""berserkermarke"", ""kampfabschluss""]",permanent,,,"Wenn die ausgerüstete Bezwingerin einen Kampf durchführt, erhält sie nach Abschluss der Kampfphase 1 Berserkermarke.",
1.04-13-32-13781dbc,Rüstkammer/1.04-13-32-13781dbc.webp,Kristallharnisch,Rüstkammer,ruestkammer,RÜSTKAMMER,Rüstung,False,,Astralwelt,1,,,Harnisch,Kristall,[],,,,,,,,"[{""trigger"": ""continuous"", ""engine_key"": ""equipment_astral_shield"", ""target"": ""equipped_bez"", ""astralShield"": 1, ""permanent_while_equipped"": true}, {""trigger"": ""on_equip"", ""engine_key"": ""kristallharnisch_tausch"", ""target"": ""equipped_bez"", ""optional"": true, ""astral_delta"": -1, ""astralShield_delta"": 2}]","[""astral-schild"", ""permanent"", ""blitz"", ""optional""]","[""permanent"", ""on_play""]",,,"Füge der ausgerüsteten Bezwingerin 1 ASTRAL-Schild hinzu. Beim Ausspielen kannst du dieser Bezwingerin 1 ASTRAL-Stärke abziehen, um ihr 2 ASTRAL-Schilde hinzuzufügen.",
1.04-14-32-7168e6d1,Rüstkammer/1.04-14-32-7168e6d1.webp,Mantel der Stille Dunkelglanz,Rüstkammer,ruestkammer,RÜSTKAMMER,Rüstung,False,,Astralwelt,1,,,Mantel,Seide,[],,,,,,,,[],[],,,,,
1.04-15-32-eea6d3ee,Rüstkammer/1.04-15-32-eea6d3ee.webp,Wunderumwandlungsapparatur,Rüstkammer,ruestkammer,RÜSTKAMMER,Primär-Karte,False,,Astralwelt,1,,Primär,Apparatur,,[],2,0,0,0,0,0,"{""kosten_ehre"": 1, ""text"": ""Entferne 2 Ehre von deiner Spielfeldseite. Dadurch erhält eine eigene Bezwingerin 1 Ehre.""}","[{""trigger"": ""wonder"", ""engine_key"": ""wunderumwandlungsapparatur_honor_convert"", ""remove_honor_from_own_field"": 2, ""target"": ""own_bez"", ""honor_delta"": 1}]","[""wunder"", ""ehre"", ""umwandlung"", ""primär""]",wonder,,,Entferne 2 Ehre von deiner Spielfeldseite. Dadurch erhält eine eigene Bezwingerin 1 Ehre.,
1.04-16-32-31af8c57,Rüstkammer/1.04-16-32-31af8c57.webp,Astralfragment der Ehre,Rüstkammer,ruestkammer,RÜSTKAMMER,Reliquie,False,,Fraktionslos,1,,,Astralfragment,Kristall,[],,,,,,,,"[{""trigger"": ""duration"", ""engine_key"": ""astralfragment"", ""duration_rounds"": 2, ""destroy_on_expire"": true, ""on_destroy_reward"": {""honor"": 2}}]","[""reliquie"", ""astralfragment"", ""kristall"", ""kampfrundendauer"", ""zerstörungseffekt""]",duration,,2,"Diese Karte bleibt 2 Kampfrunden offen auf dem Spielfeld. Nach Ablauf dieser Zeit wird sie zerstört. Wenn diese Karte zerstört wird, erhält eine eigene Bezwingerin 2 Ehre.",
1.04-28-32-59cf6134,Rüstkammer/1.04-28-32-59cf6134.webp,Astralfragment des Lebens,Rüstkammer,ruestkammer,RÜSTKAMMER,Reliquie,False,,Fraktionslos,1,,,Astralfragment,Kristall,[],,,,,,,,"[{""trigger"": ""duration"", ""engine_key"": ""astralfragment"", ""duration_rounds"": 2, ""destroy_on_expire"": true, ""on_destroy_reward"": {""hearts"": 1, ""honor"": 1}}]","[""reliquie"", ""astralfragment"", ""kristall"", ""kampfrundendauer"", ""zerstörungseffekt""]",duration,,2,"Diese Karte bleibt 2 Kampfrunden offen auf dem Spielfeld. Nach Ablauf dieser Zeit wird sie zerstört. Wenn diese Karte zerstört wird, erhält eine eigene Bezwingerin 1 Herz und 1 Ehre.",
1.04-29-32-7d288892,Rüstkammer/1.04-29-32-7d288892.webp,Astralfragment der physischen Abwehr,Rüstkammer,ruestkammer,RÜSTKAMMER,Reliquie,False,,Fraktionslos,1,,,Astralfragment,Kristall,[],,,,,,,,"[{""trigger"": ""duration"", ""engine_key"": ""astralfragment"", ""duration_rounds"": 2, ""destroy_on_expire"": true, ""on_destroy_reward"": {""physicalShield"": 1, ""honor"": 1}}]","[""reliquie"", ""astralfragment"", ""kristall"", ""kampfrundendauer"", ""zerstörungseffekt""]",duration,,2,"Diese Karte bleibt 2 Kampfrunden offen auf dem Spielfeld. Nach Ablauf dieser Zeit wird sie zerstört. Wenn diese Karte zerstört wird, erhält eine eigene Bezwingerin 1 physischen Schild und 1 Ehre.",
1.04-30-32-f6e1d4a0,Rüstkammer/1.04-30-32-f6e1d4a0.webp,Astralfragment der Astralabwehr,Rüstkammer,ruestkammer,RÜSTKAMMER,Reliquie,False,,Fraktionslos,1,,,Astralfragment,Kristall,[],,,,,,,,"[{""trigger"": ""duration"", ""engine_key"": ""astralfragment"", ""duration_rounds"": 2, ""destroy_on_expire"": true, ""on_destroy_reward"": {""astralShield"": 1, ""honor"": 1}}]","[""reliquie"", ""astralfragment"", ""kristall"", ""kampfrundendauer"", ""zerstörungseffekt""]",duration,,2,"Diese Karte bleibt 2 Kampfrunden offen auf dem Spielfeld. Nach Ablauf dieser Zeit wird sie zerstört. Wenn diese Karte zerstört wird, erhält eine eigene Bezwingerin 1 ASTRAL-Schild und 1 Ehre.",
1.04-31-32-5e304bb5,Rüstkammer/1.04-31-32-5e304bb5.webp,Fragmentfresser Schlund,Rüstkammer,ruestkammer,RÜSTKAMMER,Waffe,False,,Astralwelt,1,,,Axt,Organisch,[],,,,,,,,"[{""trigger"": ""on_play"", ""engine_key"": ""fragmentfresser_schlund"", ""optional"": true, ""source"": ""own_discard"", ""target_kartentyp"": ""Reliquie"", ""target_untertyp"": ""Astralfragment"", ""move_to"": ""hand"", ""amount"": 1}]","[""astralfragment-suche"", ""ablage-zu-hand""]",on_play,,,Du kannst dir aus deiner Ablage eine RELIQUIE vom Typ ASTRALFRAGMENT suchen und diese auf deine Hand nehmen.,
1.04-32-32-36458e8f,Rüstkammer/1.04-32-32-36458e8f.webp,Lebensfresserschild Hunger,Rüstkammer,ruestkammer,RÜSTKAMMER,Schild,False,,Astralwelt,1,,,Wappenschild,Organisch,[],,,,,,,,"[{""trigger"": ""on_equip"", ""engine_key"": ""lebensfresserschild_hunger"", ""target"": ""equipped_bez"", ""set_hearts"": 1, ""physicalShield_delta"": 3}, {""trigger"": ""recurring_duration"", ""engine_key"": ""lebensfresserschild_hunger_cycle"", ""target"": ""equipped_bez"", ""dauer_kr"": 2, ""on_zero"": {""hearts_delta"": -1}, ""reset_to"": 2, ""repeat_while_equipped"": true, ""natural_trigger_phase"": ""supply_start""}]","[""kampfrundendauer"", ""wiederholend"", ""herzverlust"", ""physischer-schild""]",permanent,,2,"Reduziere die Herzen der ausgerüsteten Bezwingerin auf 1 und füge ihr 3 physische Schilde hinzu. Zusätzlich verliert diese Bezwingerin nach jeweils 2 eigenen Kampfrunden zu Beginn der entsprechenden Versorgungsphase 1 Herz. Danach beginnt die Kampfrundendauer erneut bei 2, solange die Karte ausgerüstet ist.",
1.01-12-32-c6880e0f,Rüstkammer/1.01-12-32-c6880e0f.webp,Legionsschild,Rüstkammer,ruestkammer,RÜSTKAMMER,Schild,False,,Mittelwelt,1,,,Turmschild,Eisen,[],,,,,,,,"[{""trigger"": ""continuous"", ""engine_key"": ""equipment_physical_shield"", ""target"": ""equipped_bez"", ""physicalShield"": 1, ""permanent_while_equipped"": true}, {""trigger"": ""on_equip"", ""engine_key"": ""legionsschild_honor"", ""target"": ""equipped_bez"", ""honor_delta"": 1}]","[""physischer-schild"", ""ehre"", ""permanent"", ""on-play""]",permanent+on_play,,,"Solange dieser Schild ausgerüstet ist, fügt er der ausgerüsteten Bezwingerin 1 physischen Schild hinzu. Beim Anlegen erhält diese Bezwingerin zusätzlich einmalig 1 Ehre.",
1.01-13-32-50fc6534,Rüstkammer/1.01-13-32-50fc6534.webp,Parierdolch,Rüstkammer,ruestkammer,RÜSTKAMMER,Waffe,False,,Mittelwelt,1,,,Dolch,Eisen,[],,,,,,,,"[{""trigger"": ""on_equip"", ""engine_key"": ""parierdolch_dodge"", ""target"": ""equipped_bez"", ""uses"": 1, ""activation_phase"": ""supply"", ""effect"": ""dodge_counterattack""}]","[""gegenangriff"", ""ausweichen"", ""on-play""]",on_play,,,"Beim Anlegen erhält die ausgerüstete Bezwingerin eine einmalige gespeicherte Fähigkeit: In einer frei gewählten eigenen Kampfrunde kann sie in der Versorgungsphase aktiviert werden, um einem Gegenangriff auszuweichen.",
1.01-14-32-4c9f364b,Rüstkammer/1.01-14-32-4c9f364b.webp,Lähmendes Nervengift,Rüstkammer,ruestkammer,RÜSTKAMMER,Gegenstand,False,,Mittelwelt,1,,,Trank,,[],,,,,,,,"[{""trigger"": ""on_play"", ""engine_key"": ""laehmendes_nervengift"", ""target"": ""enemy_bez"", ""grant"": ""secondary_attack"", ""duration"": ""current_round"", ""instinkt"": true}]","[""sekundärangriff"", ""gegnerische-bezwingerin"", ""on-play"", ""instinkt""]",on_play+instinkt,,,Gib einer gegnerischen Bezwingerin in dieser Kampfrunde Sekundärangriff. Instinkt: Die verdeckt gesetzte Karte darf auch in der gegnerischen Versorgungs- und Nachschubphase aktiviert werden.,
1.01-15-32-89d3e6b0,Rüstkammer/1.01-15-32-89d3e6b0.webp,Trank der Stärke,Rüstkammer,ruestkammer,RÜSTKAMMER,Gegenstand,False,,Mittelwelt,1,,,Trank,,[],,,,,,,,"[{""trigger"": ""on_play"", ""engine_key"": ""trank_der_staerke"", ""target"": ""own_bez"", ""physical_delta"": 1, ""duration"": ""current_round"", ""max_combats"": 1, ""instinkt"": true}]","[""physische-stärke"", ""ein-kampf"", ""on-play"", ""instinkt""]",on_play+instinkt,,,"Gib einer eigenen Bezwingerin für diese Kampfrunde +1 physische Stärke, jedoch nur für einen Kampf. Instinkt: Die verdeckt gesetzte Karte darf auch in der gegnerischen Versorgungs- und Nachschubphase aktiviert werden.",
1.01-16-32-c5143f03,Rüstkammer/1.01-16-32-c5143f03.webp,Legionsbrustpanzer,Rüstkammer,ruestkammer,RÜSTKAMMER,Rüstung,False,,Mittelwelt,1,,,Brustpanzer,Eisen,[],,,,,,,,"[{""trigger"": ""continuous"", ""engine_key"": ""equipment_physical_shield"", ""target"": ""equipped_bez"", ""physicalShield"": 1, ""permanent_while_equipped"": true}, {""trigger"": ""on_equip"", ""engine_key"": ""legionsbrustpanzer_honor"", ""target"": ""equipped_bez"", ""honor_delta"": 1}]","[""physischer-schild"", ""ehre"", ""permanent"", ""on-play""]",permanent+on_play,,,"Solange diese Rüstung ausgerüstet ist, erhält die ausgerüstete Bezwingerin 1 physischen Schild. Beim Anlegen erhält diese Bezwingerin zusätzlich einmalig 1 Ehre.",
1.01-28-32-c3001160,Rüstkammer/1.01-28-32-c3001160.webp,Hut der Weisheit,Rüstkammer,ruestkammer,RÜSTKAMMER,Kopfschutz,False,,Mittelwelt,1,,,Hut,Stoff,[],,,,,,,,"[{""trigger"": ""on_equip"", ""engine_key"": ""hut_der_weisheit_honor"", ""target"": ""equipped_bez"", ""honor_delta"": 1}]","[""ehre"", ""on-play""]",on_play,,,Beim Anlegen erhält die ausgerüstete Bezwingerin einmalig 1 Ehre.,
1.01-29-32-b570c797,Rüstkammer/1.01-29-32-b570c797.webp,Ubusa Brustpanzer,Rüstkammer,ruestkammer,RÜSTKAMMER,Rüstung,False,,Mittelwelt,1,,,Brustpanzer,Eisen,[],,,,,,,,"[{""trigger"": ""continuous"", ""engine_key"": ""equipment_dual_shield"", ""target"": ""equipped_bez"", ""physicalShield"": 1, ""astralShield"": 1, ""permanent_while_equipped"": true}]","[""physischer-schild"", ""astral-schild"", ""permanent""]",permanent,,,"Solange diese Rüstung ausgerüstet ist, fügt sie der ausgerüsteten Bezwingerin 1 physischen Schild und 1 ASTRAL-Schild hinzu.",
1.01-30-32-c21d5a48,Rüstkammer/1.01-30-32-c21d5a48.webp,Die strahlende Krone Gloria,Rüstkammer,ruestkammer,RÜSTKAMMER,Kopfschutz,False,,Oberwelt,1,,,Krone,Silber,[],,,,,,,,"[{""trigger"": ""continuous"", ""engine_key"": ""gloria_shields"", ""physicalShield"": 1, ""astralShield"": 1}]","[""schild"", ""implementiert-v1.44""]",permanent,,,Solange ausgerüstet erhält die Bezwingerin +1 physischen Schild und +1 ASTRAL-Schild.,
1.01-31-32-9e8ce748,Rüstkammer/1.01-31-32-9e8ce748.webp,Urlaub,Rüstkammer,ruestkammer,RÜSTKAMMER,Rüstung,False,,Mittelwelt,1,,,Bikini,Stoff,[],,,,,,,,"[{""trigger"": ""duration"", ""engine_key"": ""urlaub_forced_opposite_attack"", ""dauer_kr"": 2, ""opposite_enemy_bez_must_attack"": true, ""attack_type_chosen_by"": ""urlaub_owner"", ""weapon_slot_locked"": true}, {""trigger"": ""on_equip"", ""engine_key"": ""urlaub_on_equip"", ""target"": ""equipped_bez"", ""set_physical_shield"": 0, ""set_astral_shield"": 0, ""discard_other_equipment"": true}]","[""kampfrundendauer"", ""zwangsangriff"", ""gegenüber"", ""waffensperre"", ""on-play"", ""rüstung""]",duration+on_play,,2,"Für 2 eigene Kampfrunden: Die gegnerische Bezwingerin direkt gegenüber der ausgerüsteten Bezwingerin muss, wenn sie in ihrer Kampfrunde kämpft und es möglich ist, die Urlaub-Trägerin angreifen. Der Besitzer von Urlaub bestimmt bei jedem erzwungenen Angriff neu die Angriffsart. Solange dieser Zeiteffekt aktiv ist, kann die Urlaub-Trägerin keine Waffe ausrüsten. Beim Anlegen: Setze ihren physischen und ASTRAL-Schild auf 0 und lege alle anderen an ihr angelegten Ausrüstungen auf die Ablage.",
1.01-32-32-32c67d98,Rüstkammer/1.01-32-32-32c67d98.webp,Dorfschmiedin Ruth die Eiserne,Rüstkammer,ruestkammer,RÜSTKAMMER,Primär-Karte,False,,Mittelwelt,1,,Primär,Kaufladen,,[],2,0,0,0,0,0,,"[{""trigger"": ""activated"", ""engine_key"": ""ruth_shop"", ""uses"": 3, ""once_per_round"": true, ""activation_phases"": [""supply"", ""resupply""], ""cost_from_target_honor"": 1}]","[""ladungen"", ""kaufladen"", ""implementiert-v1.44""]",charges,3,,"Einmal pro Kampfrunde kann eine eigene Bezwingerin, die in dieser Kampfrunde noch nicht gekämpft hat, 1 Ehre bezahlen und +1 physischen oder +1 ASTRAL-Schild erhalten. Danach kann diese Bezwingerin in dieser Kampfrunde nicht angreifen.",
1.03-01-32-92d5784a,Rüstkammer/1.03-01-32-92d5784a.webp,Glorreicher Helm Victores,Rüstkammer,ruestkammer,RÜSTKAMMER,Kopfschutz,False,,Oberwelt,1,,,Helm,Gold,[],,,,,,,,"[{""trigger"": ""continuous"", ""engine_key"": ""victores_physical_shield"", ""physicalShield"": 1}, {""trigger"": ""on_equip"", ""engine_key"": ""victores_honor"", ""honor_delta"": 1}]","[""schild"", ""ehre"", ""implementiert-v1.44""]",permanent+on_play,,,Solange ausgerüstet erhält die Bezwingerin +1 physischen Schild. Beim Anlegen erhält sie einmalig +1 Ehre.,
1.03-02-32-38e3f5fb,Rüstkammer/1.03-02-32-38e3f5fb.webp,Erlass Umverteilung,Rüstkammer,ruestkammer,RÜSTKAMMER,Gegenstand,False,,Fraktionslos,1,,,Dokument,Papier,[],,,,,,,,"[{""trigger"": ""on_play"", ""engine_key"": ""erlass_umverteilung"", ""target"": ""own_bez"", ""max_transfer"": 2, ""honor_source"": ""own_field_cards"", ""allow_multiple_sources"": true, ""discard_after_resolution"": true, ""instinkt"": true}]","[""ehre"", ""umverteilung"", ""on-play"", ""fraktionslos"", ""gegenstand"", ""instinkt""]",on_play+instinkt,,,Ziehe X Ehre von deinen eigenen Karten ab und gib einer eigenen Bezwingerin X Ehre. X darf höchstens 2 sein; die entfernte Ehre darf von mehreren eigenen Karten stammen. Instinkt: Die verdeckt gesetzte Karte darf auch in der gegnerischen Versorgungs- und Nachschubphase aktiviert werden.,
1.03-03-32-89c156ba,Rüstkammer/1.03-03-32-89c156ba.webp,Erhabene Lanze Invictus,Rüstkammer,ruestkammer,RÜSTKAMMER,Waffe,False,,Oberwelt,1,,,Lanze,Gold,[],,,,,,,,"[{""trigger"": ""after_own_combat"", ""engine_key"": ""invictus_victores_honor"", ""requires_equipment"": ""Glorreicher Helm Victores"", ""honor_delta"": 1}]","[""ehre"", ""kombination"", ""implementiert-v1.44""]",permanent,,,"Falls die Bezwingerin gleichzeitig mit Glorreicher Helm Victores ausgerüstet ist, erhält sie in deiner Kampfrunde nach jeder ihrer abgeschlossenen Kampfphasen 1 Ehre.",
1.03-04-32-1a4b4379,Rüstkammer/1.03-04-32-1a4b4379.webp,Der Torwächter T.I.T.A.N.,Rüstkammer,ruestkammer,RÜSTKAMMER,Primär-Karte,False,,Oberwelt,1,,Primär,Golem,Gold,[],1,0,0,1,1,0,,"[{""trigger"": ""damage_redirect"", ""engine_key"": ""titan_refuge_redirect"", ""target"": ""own_refuge"", ""optional"": true, ""overflow_to_original"": true}]","[""schadensumleitung"", ""zuflucht"", ""implementiert-v1.44""]",permanent,,,"Schaden, der deiner Zuflucht zugefügt wird, kann auf T.I.T.A.N. umgeleitet werden. Überschüssiger Schaden wird deiner Zuflucht zugefügt.",
